nl_text,code_snippet
how to change the color of certain words in the tkinter text widget?,"self.text.pack(fill='both', expand=True)"
python selenium click on button,driver.find_element_by_css_selector('.button .c_button .s_button').click()
mass string replace in python?,""""""""""""".join(myparts)"
"handle tinymce window with python, selenium and phantomjs","driver.execute_script(""tinyMCE.activeEditor.setContent('%s')"" % payload)"
how to make curvilinear plots in matplotlib,plt.show()
how do i get a empty array of any size i want in python?,a = [0] * 10
"pandas: change all the values of a column 'date' into ""int(str(x)[-4:])""",df['Date'] = df['Date'].apply(lambda x: int(str(x)[-4:]))
print a string as hex bytes?,""""""":"""""".join(x.encode('hex') for x in 'Hello World!')"
plotting categorical data with pandas and matplotlib,df.groupby('colour').size().plot(kind='bar')
how to change the linewidth of hatch in matplotlib?,"plt.savefig('pic', dpi=300)"
get a dictionary in list `dicts` which key 'ratio' is closer to a global value 1.77672955975,"min(dicts, key=lambda x: (abs(1.77672955975 - x['ratio']), -x['pixels']))"
python: an efficient way to slice a list with a index list,c = [b[i] for i in index]
load a tsv file `c:/~/trainsetrel3.txt` into a pandas data frame,"DataFrame.from_csv('c:/~/trainSetRel3.txt', sep='\t')"
technique to remove common words(and their plural versions) from a string,"'all', 'just', 'being', 'over', 'both', 'through', 'yourselves', 'its', 'before', 'herself', 'had', 'should', 'to', 'only', 'under', 'ours', 'has', 'do', 'them', 'his', 'very', 'they', 'not', 'during', 'now', 'him', 'nor', 'did', 'this', 'she', 'each', 'further', 'where', 'few', 'because', 'doing', 'some', 'are', 'our', 'ourselves', 'out', 'what', 'for', 'while', 'does', 'above', 'between', 't', 'be', 'we', 'who', 'were', 'here', 'hers', 'by', 'on', 'about', 'of', 'against', 's', 'or', 'own', 'into', 'yourself', 'down', 'your', 'from', 'her', 'their', 'there', 'been', 'whom', 'too', 'themselves', 'was', 'until', 'more', 'himself', 'that', 'but', 'don', 'with', 'than', 'those', 'he', 'me', 'myself', 'these', 'up', 'will', 'below', 'can', 'theirs', 'my', 'and', 'then', 'is', 'am', 'it', 'an', 'as', 'itself', 'at', 'have', 'in', 'any', 'if', 'again', 'no', 'when', 'same', 'how', 'other', 'which', 'you', 'after', 'most', 'such', 'why', 'a', 'off', 'i', 'yours', 'so', 'the', 'having', 'once'"
get parent of current directory from python script,d = os.path.dirname(os.getcwd())
python: convert defaultdict to dict,"isinstance(a, dict)"
"what's the most pythonic way to merge 2 dictionaries, but make the values the average values?",[d[key] for d in dicts if key in d]
how to sort multidimensional array by column?,"sorted(a, key=lambda x: x[1])"
repeating elements in list comprehension,[i for i in range(3) for _ in range(2)]
how to smooth matplotlib contour plot?,plt.show()
improving performance of operations on a numpy array,"A.sum(axis=0, skipna=True)"
gradientboostingclassifier with a baseestimator in scikit-learn?,"self.est.fit(X, y)"
creating a dictionary with list of lists in python,inlinkDict[docid] = adoc[1:] if adoc[1:] else 0
convert json array `array` to python object,data = json.loads(array)
loop through 0 to 10 with step 2,"for i in range(0, 10, 2):
    pass"
how to make custom legend in matplotlib,plt.show()
how to delete a character from a string using python?,"newstr = oldstr.replace('M', '')"
create a dictionary `d` from list `iterable`,"d = dict(((key, value) for (key, value) in iterable))"
"using pandas, how do i subsample a large dataframe by group in an efficient manner?",subsampled = df.ix[(choice(x) for x in list(grouped.groups.values()))]
split a string into n equal parts?,"parts = [your_string[i:i + n] for i in range(0, len(your_string), n)]"
split string into strings of repeating elements,"print([a for a, b in re.findall('((\\w)\\2*)', s)])"
creating a browse button with tkinter,"Tkinter.Button(self, text='Browse', command=self.askopenfile)"
how to get pdf filename with python requests?,r.headers['content-disposition']
get current datetime in iso format,datetime.datetime.now().isoformat()
removing items from a nested list python,[[j for j in families[i] if i != j] for i in range(len(families))]
matplotlib (mplot3d) - how to increase the size of an axis (stretch) in a 3d plot?,plt.show()
how to order a list of lists by the first value,"sorted([[1, 'mike'], [1, 'bob']])"
index confusion in numpy arrays,"A[np.ix_([0, 2], [0, 1], [1, 2])]"
using pyodbc on ubuntu to insert a image field on sql server,cur.execute('SET TEXTSIZE 2147483647 SELECT myimage FROM testing WHERE id = 1')
appending the same string to a list of strings in python,"['foobar', 'fobbar', 'fazbar', 'funkbar']"
how to optimize multiprocessing in python,multiprocessing.Process.__init__(self)
how to draw intersecting planes?,plt.show()
python's configparser unique keys per section,"[('spam', 'eggs'), ('spam', 'ham')]"
reading 3 bytes as an integer,"print(struct.unpack('>I', '\x00' + s)[0])"
"python: is there a way to plot a ""partial"" surface plot with matplotlib?",plt.show()
google app engine json post request body,self.response.out.write(self.request.body)
url encoding in python,urllib.parse.quote(s.encode('utf-8'))
python 2.7 counting number of dictionary items with given value,sum(x == chosen_value for x in list(d.values()))
"how to construct relative url, given two absolute urls in python","os.path.relpath('/images.html', os.path.dirname('/faq/index.html'))"
flask : how to architect the project with multiple apps?,app = Flask(__name__)
how to test if one string is a subsequence of another?,"assert not is_subseq('ca', 'abc')"
how to modify the elements in a list within list,"L = [[2, 2, 3], [4, 5, 6], [3, 4, 6]]"
how do i convert an int representing a utf-8 character into a unicode code point?,return s.decode('hex').decode('utf-8')
pandas: how can i use the apply() function for a single column?,df['a'] = df['a'].apply(lambda x: x + 1)
"split string in column 'stats' by ',' into separate columns in dataframe `df`","df['stats'].str[1:-1].str.split(',').apply(pd.Series).astype(float)"
get keys with same value in dictionary `d`,print([key for key in d if d[key] == 1])
how can i simulate input to stdin for pyunit?,"sys.stdin = open('simulatedInput.txt', 'r')"
insert spaces before capital letters in string `text`,"re.sub('([a-z](?=[A-Z])|[A-Z](?=[A-Z][a-z]))', '\\1 ', text)"
plot smooth line with pyplot,plt.show()
optional dot in regex,"re.sub('\\bMr\\.|\\bMr\\b', 'Mister', s)"
python checking a string's first and last character,"print('hi' if str1.startswith('""') and str1.endswith('""') else 'fails')"
how do i format a number with a variable number of digits in python?,"""""""One hundred and twenty three with three leading zeros {0:06}."""""".format(123)"
how to update matplotlib's imshow() window interactively?,draw()
how to send email attachments with python,msg.attach(MIMEText(text))
how to maximize a plt.show() window using python,plt.show()
calcuate mean for selected rows for selected columns in pandas data frame,"df[['a', 'b', 'd']].iloc[[0, 1, 3]].mean(axis=0)"
how to compare dates in django,return date.today() > self.date
"matplotlib subplot title, figure title formatting",plt.show()
transparency for poly3dcollection plot in matplotlib,plt.show()
"create a dictionary `{'spam': 5, 'ham': 6}` into another dictionary `d` field 'dict3'","d['dict3'] = {'spam': 5, 'ham': 6}"
python regex to remove all words which contains number,"re.sub('\\w*\\d\\w*', '', words).strip()"
remove items from a list while iterating,somelist = [x for x in somelist if not determine(x)]
rreplace - how to replace the last occurence of an expression in a string?,"re.sub('(.*)</div>', '\\1</bad>', s)"
pythonic way to find maximum value and its index in a list?,max_index = my_list.index(max_value)
pandas data frame indexing using loc,df['Weekday'].loc[1]
"is it ok to raise a built-in exception, but with a different message, in python?",raise ValueError('invalid input encoding')
check if a global variable 'myvar' exists,"if ('myVar' in globals()):
    pass"
concatenate elements of a list 'x' of multiple integers to a single integer,"sum(d * 10 ** i for i, d in enumerate(x[::-1]))"
"in python, how do i cast a class object to a dict",dict(my_object)
how to split a string into integers in python?,l = [int(x) for x in s.split()]
confusing with the usage of regex in python,"re.findall('[a-z]*', '123abc789')"
parse string '01-jan-1995' into a datetime object using format '%d-%b-%y',"datetime.datetime.strptime('01-Jan-1995', '%d-%b-%Y')"
make a barplot of data in column `group` of dataframe `df` colour-coded according to list `color`,"df['group'].plot(kind='bar', color=['r', 'g', 'b', 'r', 'g', 'b', 'r'])"
fors in python list comprehension,[y for y in x for x in data]
how to read user input until eof?,input_str = sys.stdin.read()
convert backward slash to forward slash in python,"var.replace('\\', '/')"
how to get the index of a maximum element in a numpy array along one axis,a.argmax(axis=0)
string formatting in python,"print('[%s, %s, %s]' % (1, 2, 3))"
opencv video saving in python,cv2.destroyAllWindows()
getting the row index for a 2d numpy array when multiple column values are known,"np.where(np.any(a == 2, axis=0) & np.any(a == 5, axis=0))"
how to drop a list of rows from pandas dataframe?,"df.drop(df.index[[1, 3]])"
using bisect in a list of tuples?,"bisect(list_of_tuples, (3, None))"
how to clamp an integer to some range? (in python),"new_index = max(0, min(new_index, len(mylist) - 1))"
get the attribute `x` from object `your_obj`,"getattr(your_obj, x)"
"use a list of values `[3,6]` to select rows from a pandas dataframe `df`'s column 'a'","df[df['A'].isin([3, 6])]"
get the position of item 1 in `testlist`,"[i for (i, x) in enumerate(testlist) if (x == 1)]"
subprocess.popen with a unicode path,"subprocess.call(['start', 'avi\xf3n.mp3'.encode('latin1')], shell=True)"
capturing group with findall?,"re.findall('(1(23))45', '12345')"
python split string on regex,p = re.compile('(Friday\\s\\d+|Saturday)')
how do i check if a list is sorted?,mylist.sort()
how to make a window jump to the front?,"root.attributes('-topmost', True)"
divide the value for each key `k` in dict `d2` by the value for the same key `k` in dict `d1`,{k: (d2[k] / d1[k]) for k in list(d1.keys()) & d2}
how do i access a object's method when the method's name is in a variable?,"getattr(test, method)"
convert list into string with spaces in python,""""""" """""".join(str(item) for item in my_list)"
pop/remove items out of a python tuple,tupleX = [x for x in tupleX if x > 5]
get all the texts without tags from beautiful soup object `soup`,""""""""""""".join(soup.findAll(text=True))"
how to swap a group of column headings with their values in pandas,"df = df.assign(a5=['Foo', 'Bar', 'Baz'])"
how to get the index with the key in python dictionary?,list(x.keys()).index('c')
how to fill a polygon with a custom hatch in matplotlib?,plt.show()
how do i use the 'json' module to read in one json object at a time?,list(json_parse(open('data')))
replace `;` with `:` in a string `line`,"line = line.replace(';', ':')"
pandas: subtract row mean from each element in row,df.mean(axis=1)
filling array with zeros in numpy,"np.zeros((4, 3, 2))"
how to change the url using django process_request .,return HttpResponseRedirect('/core/mypage/?key=value')
efficient way to apply multiple filters to pandas dataframe or series,df[(df['col1'] >= 1) & (df['col1'] <= 1)]
unicodedecodeerror when reading a text file,"fileObject = open('countable nouns raw.txt', 'rt', encoding='utf8')"
searche in html string for elements that have text 'python',soup.body.findAll(text='Python')
rename index of a pandas dataframe,df.ix['c']
getting the second to last element of list `some_list`,some_list[(-2)]
